,name,url,year,certificate,rating,votes,plot,Action,Adventure,Comedy,Crime,Family,Fantasy,Mystery,Sci-Fi,Thriller
18531,Lucidity,https://www.imdb.com/title/tt1667686/?ref_=adv_li_tt,2009,E,,,"Lucidity is about a little girl, Sofi, who goes on a strange and fantastic journey through a dreamworld of her own making. The journey is a metaphorical one, in which she is reconciling ... See full summary »",False,False,False,False,False,True,False,False,False
18532,Super Lovely Planet,https://www.imdb.com/title/tt16317388/?ref_=adv_li_tt,2017,,,,Add a Plot,True,False,False,False,False,True,False,True,False
18533,Clover's Wacky Dream,https://www.imdb.com/title/tt14451550/?ref_=adv_li_tt,2021,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18534,Fractured,https://www.imdb.com/title/tt11015394/?ref_=adv_li_tt,2018,,,,Fractured is a 2.5D sidescroller game about a girl made out of stained glass who has to go on a journey to save art from being destroyed forever.,False,False,False,False,False,True,False,False,False
18535,Sacra Terra: Kiss of Death,https://www.imdb.com/title/tt3460472/?ref_=adv_li_tt,2013,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18536,Konung: Legends of the North,https://www.imdb.com/title/tt9794472/?ref_=adv_li_tt,1999,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18537,Black & White 2,https://www.imdb.com/title/tt1773308/?ref_=adv_li_tt,2005,T,7.0,101,The player is God with the devil and an angel beside him to manage a small village to make sure it survives.,False,False,False,False,False,True,False,False,False
18538,Ghox,https://www.imdb.com/title/tt2543004/?ref_=adv_li_tt,1991,,5.2,9,Add a Plot,False,False,False,False,False,True,False,False,False
18539,RetroShooti,https://www.imdb.com/title/tt14344660/?ref_=adv_li_tt,2018,,,,"There is a great big wacky rainbow world out there in the universe, and Shooti, our spaceship-shaped friend and hero, must travel through it all to finally come back home. In a psychedelic ... See full summary »",False,False,False,False,False,True,False,True,False
18540,Battle Master,https://www.imdb.com/title/tt6738594/?ref_=adv_li_tt,1990,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18541,Monster Rancher Battle Card: Episode 2,https://www.imdb.com/title/tt9805096/?ref_=adv_li_tt,2000,,6.0,7,Add a Plot,False,False,False,False,False,True,False,False,False
18542,The Alliance Alive,https://www.imdb.com/title/tt10851286/?ref_=adv_li_tt,2017,,7.0,5,Add a Plot,False,False,False,False,False,True,False,False,False
18543,New Cycle,https://www.imdb.com/title/tt18342078/?ref_=adv_li_tt,2023,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18544,Card Soldier Wars,https://www.imdb.com/title/tt1764223/?ref_=adv_li_tt,2008,,,,A free MMORPG in which players compete to be the most powerful General in Wonderland to put their Queen on the throne.,False,False,False,False,False,True,False,False,False
18545,Dungeons & Dragons: Warriors of the Eternal Sun,https://www.imdb.com/title/tt7526902/?ref_=adv_li_tt,1992,,6.8,9,Add a Plot,False,False,False,False,False,True,False,False,False
18546,MarchQuest,https://www.imdb.com/title/tt7316168/?ref_=adv_li_tt,2016,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18547,Cupid's Palace,https://www.imdb.com/title/tt15174740/?ref_=adv_li_tt,2021,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18548,Happy Empire - A Bouquet for the Princess: Enhanced Edition,https://www.imdb.com/title/tt10670492/?ref_=adv_li_tt,2019,,,,"As a dark wizard invades the land, three princes vie for the hand of Princess Leya. They must band together, or fight one another to secure the royal's love and vanquish the threat to the empire.",False,False,False,False,False,True,False,False,False
18549,SimLife,https://www.imdb.com/title/tt0475392/?ref_=adv_li_tt,1992,K-A,7.6,24,Add a Plot,False,False,False,False,False,True,False,False,False
18550,Disciples II: Rise of the Elves,https://www.imdb.com/title/tt9753344/?ref_=adv_li_tt,2003,T,7.5,11,"The Elves have lived in seclusion ever since the monstrous terror brought by their god Gallean. Repulsed by the worldly ways the Elvish Royalties live, another group of Elves breakaway from... See full summary »",False,False,False,False,False,True,False,False,False
18551,Lovely Planet 2: April Skies,https://www.imdb.com/title/tt16317392/?ref_=adv_li_tt,2019,,,,Add a Plot,True,False,False,False,False,True,False,True,False
18552,LunHour,https://www.imdb.com/title/tt7487122/?ref_=adv_li_tt,,,,,"Set in medieval times, Evil Witch Tarusha curses the town and sends dark shards straight toward the Moon. In this universe, the Moon is the binding force of the Earth and without it, their ... See full summary »",False,False,False,False,False,True,False,False,False
18553,Learn Japanese to Survive! Katakana War,https://www.imdb.com/title/tt6548342/?ref_=adv_li_tt,2017,,,,Learn Japanese To Survive. Katakana War is an educational game that is the ideal introductory course to the Japanese language. It's the sequel to the smash-hit Hiragana Battle - but you ... See full summary »,False,False,False,False,False,True,False,False,False
18554,War Legion,https://www.imdb.com/title/tt9628540/?ref_=adv_li_tt,2018,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18555,Chessaria: The Tactical Adventure,https://www.imdb.com/title/tt9295612/?ref_=adv_li_tt,2018,,,,"After a thousand years of peace and prosperity, the elven city of Silveran is burnt to ashes by a dragon from the north. The bravest warriors will embark on an epic journey to seek justice and unveil the truth behind the attack.",False,False,False,False,False,True,False,False,False
18556,Hell Out,https://www.imdb.com/title/tt2966006/?ref_=adv_li_tt,1992,,,,Add a Plot,True,False,False,False,False,True,False,False,False
18557,Eventide 3: Legacy of Legends,https://www.imdb.com/title/tt13046228/?ref_=adv_li_tt,2017,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18558,Tom and the Ghost,https://www.imdb.com/title/tt0940619/?ref_=adv_li_tt,1990,,,,Add a Plot,True,False,False,False,False,True,False,False,False
18559,Ken-Go,https://www.imdb.com/title/tt2581724/?ref_=adv_li_tt,1991,,,,Add a Plot,True,False,False,False,False,True,False,False,False
18560,Pisutoru Daimyô no Bôken,https://www.imdb.com/title/tt2440922/?ref_=adv_li_tt,1990,,,,Add a Plot,True,False,False,False,False,True,False,False,False
18561,Imagine: Rescue Vet,https://www.imdb.com/title/tt4319706/?ref_=adv_li_tt,2009,,,,"Become an animal expert working in a shelter, caring for and finding new homes for abandoned baby animals. Diagnose and treat illnesses to become an expert baby animal doctor. Perform ... See full summary »",False,False,False,False,False,True,False,False,False
18562,Young Thor,https://www.imdb.com/title/tt2326105/?ref_=adv_li_tt,2010,,3.9,12,"-""Young Thor"" is an American-Canadian action-adventure video game developed by Frima Studios and published by Sony Computer Entertainment. Like Zombie Tycoon, it is produced with the ... See full summary »",False,False,False,False,False,True,False,False,False
18563,The Lord of the Rings: The Third Age,https://www.imdb.com/title/tt9674926/?ref_=adv_li_tt,2004,T,6.4,11,Add a Plot,False,False,False,False,False,True,False,False,False
18564,Lock's Quest,https://www.imdb.com/title/tt11045752/?ref_=adv_li_tt,2008,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18565,Bloodstone: An Epic Dwarven Tale,https://www.imdb.com/title/tt6739436/?ref_=adv_li_tt,1993,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18566,Lovely Planet,https://www.imdb.com/title/tt16317386/?ref_=adv_li_tt,2014,,,,Add a Plot,True,False,False,False,False,True,False,True,False
18567,Descent to Undermountain,https://www.imdb.com/title/tt0188561/?ref_=adv_li_tt,1997,,3.9,11,Add a Plot,False,False,False,False,False,True,False,False,False
18568,Heroes of Ruin,https://www.imdb.com/title/tt2375119/?ref_=adv_li_tt,2012,,7.9,10,Add a Plot,False,False,False,False,False,True,False,False,False
18569,Hohokum,https://www.imdb.com/title/tt2995916/?ref_=adv_li_tt,2014,,5.4,41,Add a Plot,False,False,False,False,False,True,False,False,False
18570,King Arthur: The Role-Playing Wargame,https://www.imdb.com/title/tt9793680/?ref_=adv_li_tt,2009,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18571,Tears of Avia,https://www.imdb.com/title/tt5079708/?ref_=adv_li_tt,2020,,,,Over 200 years ago a war was waged against the floating city of Avalon lead by the demonic overlord Vylenkine. A powerful mage cast a spell that would seal the portals to the demonic realms... See full summary »,False,False,False,False,False,True,False,False,False
18572,Zombie Warpath,https://www.imdb.com/title/tt14732890/?ref_=adv_li_tt,2017,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18573,King Arthur II: The Role-Playing Wargame,https://www.imdb.com/title/tt9793756/?ref_=adv_li_tt,2011,,6.8,5,Add a Plot,False,False,False,False,False,True,False,False,False
18574,Pokémon Bank,https://www.imdb.com/title/tt3526844/?ref_=adv_li_tt,2013,,6.1,22,Add a Plot,False,False,False,False,False,True,False,False,False
18575,Battle Commanders,https://www.imdb.com/title/tt6998270/?ref_=adv_li_tt,,,,,"It's fast-paced, competitive battle simulation that combines the intense nature of RTS with RPG-like elements in a high-fantasy setting. Take part in an intense, fast-paced battlefield and ... See full summary »",False,False,False,False,False,True,False,False,False
18576,Disciples: Sacred Lands,https://www.imdb.com/title/tt0284048/?ref_=adv_li_tt,1999,E,8.4,51,"Playing as one of four unique races, you must fight for complete control and domination over the land, either in a single quest or in an entire saga.",True,False,False,False,False,True,False,False,False
18577,Poseidon: Master of Atlantis,https://www.imdb.com/title/tt10712608/?ref_=adv_li_tt,2001,,,,"Poseidon is city builder scenario game. The player starts off by creating a road with homes, then focusing on the basic needs: food, water, and maintenance for buildings. As the player ... See full summary »",True,False,False,False,False,True,False,False,False
18578,Shifters,https://www.imdb.com/title/tt8671304/?ref_=adv_li_tt,2002,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18579,Ancestory,https://www.imdb.com/title/tt5108206/?ref_=adv_li_tt,2015,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18580,Circus Treasure,https://www.imdb.com/title/tt4677380/?ref_=adv_li_tt,2015,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18581,Busin 0: Wizardry Alternative Neo,https://www.imdb.com/title/tt17371084/?ref_=adv_li_tt,2003,,,,"Tackle new dungeons, encounter new characters, and take on a whole new story in this sequel to Wizardry: Tale of the Forsaken Land which takes place several hundred years earlier. Create a ... See full summary »",False,False,False,False,False,True,False,False,False
18582,The Gray Garden,https://www.imdb.com/title/tt6172518/?ref_=adv_li_tt,2012,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18583,Enchanted Kingdom: Arcadian Backwoods,https://www.imdb.com/title/tt10946234/?ref_=adv_li_tt,2019,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18584,Orc Slayer,https://www.imdb.com/title/tt4994730/?ref_=adv_li_tt,2015,,2.8,14,Add a Plot,False,False,False,False,False,True,False,False,False
18585,Magic: The Gathering - Duels of the Planeswalkers 2013,https://www.imdb.com/title/tt9624884/?ref_=adv_li_tt,2012,,7.0,11,Add a Plot,False,False,False,False,False,True,False,False,False
18586,Crimson Dragon,https://www.imdb.com/title/tt12313926/?ref_=adv_li_tt,2013,T,,,Add a Plot,False,False,False,False,False,True,False,False,False
18587,Ys vs. Sora no Kiseki: Alternative Saga,https://www.imdb.com/title/tt8913754/?ref_=adv_li_tt,2010,,,,Add a Plot,True,False,False,False,False,True,False,False,False
18588,Enchanted Kingdom: Master of Riddles,https://www.imdb.com/title/tt15129794/?ref_=adv_li_tt,2021,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18589,Reflections,https://www.imdb.com/title/tt9636100/?ref_=adv_li_tt,2018,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18590,Wonderbook: Book of Potions,https://www.imdb.com/title/tt3358038/?ref_=adv_li_tt,2013,,5.4,10,Add a Plot,False,False,False,False,False,True,False,False,False
18591,Art of Conquest,https://www.imdb.com/title/tt16103258/?ref_=adv_li_tt,2017,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18592,Command War: Super Special Battle & War Game,https://www.imdb.com/title/tt2924524/?ref_=adv_li_tt,1992,,,,Add a Plot,True,False,False,False,False,True,False,True,False
18593,Hoopworld,https://www.imdb.com/title/tt1744769/?ref_=adv_li_tt,2010,,,,"Seven groups of friends form basketball teams, and find on their journeys around the world ancient basketball courts. They begin rebuilding the sites in honor of the game and the spirit of the elders.",False,False,False,False,False,True,False,False,False
18594,Disciples II: Guardians of the Light,https://www.imdb.com/title/tt9753318/?ref_=adv_li_tt,2003,,7.2,9,"A new threat is sweeping over the human lands while self-proclaimed leaders try to take control of the Empire. Meanwhile the Mountain Clans are trying to uncover an ancient ritual that will let them communicate with their god, Wotan.",False,False,False,False,False,True,False,False,False
18595,The Christmas Spirit: Grimm Tales,https://www.imdb.com/title/tt15132670/?ref_=adv_li_tt,2019,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18596,Isekai Tales,https://www.imdb.com/title/tt14752144/?ref_=adv_li_tt,,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18597,Sacred Earth - Reverie,https://www.imdb.com/title/tt14934870/?ref_=adv_li_tt,,,,,Add a Plot,False,False,False,False,False,True,False,False,False
18598,The Lord of the Rings: Living Card Game,https://www.imdb.com/title/tt9675830/?ref_=adv_li_tt,2018,,,,A digital version of the card game The Lord of the Rings: The Card Game.,False,False,False,False,False,True,False,False,False
18599,Missile Command,https://www.imdb.com/title/tt0292112/?ref_=adv_li_tt,2000,E,5.4,10,Add a Plot,False,False,False,False,False,True,False,False,False
18600,ZIO and the Magic Scrolls,https://www.imdb.com/title/tt19364234/?ref_=adv_li_tt,2021,,,,Add a Plot,False,False,False,False,False,True,False,False,False
